COUNTRY,Item,Year,Value
Sudan,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2022,36
Georgia,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2016,36
Madagascar,Prevalence of undernourishment (percent) (3-year average),2019,36
Afghanistan,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,36.1
Malawi,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,36.1
Zimbabwe,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2015,36.1
Georgia,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2018,36.1
Argentina,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,36.1
Sudan,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2015,36.2
Nigeria,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2017,36.2
Sudan,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2021,36.2
Chad,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2020,36.2
Chad,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,36.2
Chad,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,36.2
Lao People's Democratic Republic,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2015,36.3
Chad,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2016,36.3
India,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2017,36.3
Lao People's Democratic Republic,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,36.3
Nigeria,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2016,36.4
Sudan,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2016,36.4
Sudan,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2020,36.4
Mozambique,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2022,36.4
Cabo Verde,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2018,36.4
Cabo Verde,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2018,36.4
Cabo Verde,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2018,36.4
Ghana,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2019,36.4
Nepal,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2019,36.4
Chad,Prevalence of severe food insecurity in the total population (percent) (3-year average),2020,36.4
Chad,Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,36.4
Sudan,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2017,36.5
Sudan,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2018,36.5
Sudan,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,36.5
Ghana,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2015,36.5
Liberia,Prevalence of undernourishment (percent) (3-year average),2019,36.5
Georgia,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,36.5
Lebanon,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,36.5
Zambia,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2016,36.6
Ethiopia,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,36.6
Georgia,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2017,36.6
Chad,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020,36.6
Ghana,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2020,36.6
Nigeria,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2015,36.7
Rwanda,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2015,36.7
Yemen,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2020,36.7
Zimbabwe,Prevalence of severe food insecurity in the total population (percent) (3-year average),2016,36.7
Argentina,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2017,36.7
El Salvador,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2017,36.7
Zimbabwe,Prevalence of undernourishment (percent) (3-year average),2017,36.7
Yemen,Prevalence of undernourishment (percent) (3-year average),2020,36.7
Chad,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,36.7
Liberia,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017,36.8
Mauritania,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2018,36.8
Ecuador,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2020,36.8
Nepal,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,36.8
Uganda,Prevalence of undernourishment (percent) (3-year average),2021,36.8
Lao People's Democratic Republic,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,36.8
Chad,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2015,36.9
Malawi,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2018,36.9
Liberia,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2016,36.9
Argentina,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,36.9
Yemen,Prevalence of undernourishment (percent) (3-year average),2021,36.9
Ecuador,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,36.9
Uganda,Prevalence of undernourishment (percent) (3-year average),2022,36.9
Mozambique,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2021,37
Côte d'Ivoire,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2017,37
Côte d'Ivoire,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2017,37
Côte d'Ivoire,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2017,37
El Salvador,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2018,37
Antigua and Barbuda,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2020,37
Argentina,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2020,37
Antigua and Barbuda,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,37
Antigua and Barbuda,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,37
Democratic Republic of the Congo,Prevalence of undernourishment (percent) (3-year average),2022,37
Nepal,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,37
Nepal,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,37
Nepal,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,37
Pakistan,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,37.1
Senegal,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2016,37.1
Zimbabwe,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2017,37.1
Albania,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2018,37.1
Senegal,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2019,37.1
Nepal,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2020,37.1
Uganda,Prevalence of undernourishment (percent) (3-year average),2020,37.1
Congo,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,37.1
Angola,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2016,37.2
Afghanistan,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2018,37.2
Liberia,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2015,37.2
Peru,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2015,37.2
Egypt,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2017,37.2
Democratic Republic of the Congo,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2019,37.2
India,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2016,37.3
Albania,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2019,37.3
Liberia,Prevalence of severe food insecurity in the total population (percent) (3-year average),2019,37.3
Uganda,Prevalence of undernourishment (percent) (3-year average),2019,37.3
Liberia,Prevalence of severe food insecurity in the total population (percent) (3-year average),2020,37.3
Ecuador,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,37.3
Ghana,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,37.3
Lebanon,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,37.3
Liberia,Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,37.3
Ethiopia,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2018,37.4
Libya,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2019,37.4
Nepal,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,37.4
El Salvador,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2016,37.5
Uganda,Prevalence of undernourishment (percent) (3-year average),2016,37.5
Liberia,Prevalence of undernourishment (percent) (3-year average),2020,37.5
Liberia,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,37.5
Zambia,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2015,37.6
Yemen,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,37.6
Zimbabwe,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2016,37.6
Ghana,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2018,37.6
Madagascar,Prevalence of undernourishment (percent) (3-year average),2020,37.6
Libya,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2015,37.7
Malawi,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2017,37.7
Mozambique,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2020,37.7
Cabo Verde,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2017,37.7
Cabo Verde,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2017,37.7
Cabo Verde,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2017,37.7
Honduras,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2016,37.8
Peru,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2016,37.8
Nepal,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2020,37.8
Democratic Republic of the Congo,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2020,37.9
Congo,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2021,37.9
Libya,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,37.9
Honduras,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2015,38
Burkina Faso,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2017,38
Burkina Faso,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2018,38
Nepal,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,38
Ethiopia,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2017,38.1
Yemen,Prevalence of undernourishment (percent) (3-year average),2015,38.1
Nigeria,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2016,38.1
Zimbabwe,Prevalence of undernourishment (percent) (3-year average),2022,38.1
Côte d'Ivoire,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2018,38.2
Côte d'Ivoire,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2018,38.2
Burkina Faso,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2019,38.2
Chad,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2019,38.2
Ghana,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2019,38.2
India,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2015,38.3
Afghanistan,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2017,38.3
Pakistan,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2018,38.3
Ghana,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2015,38.3
Haiti,Prevalence of undernourishment (percent) (3-year average),2015,38.3
Liberia,Prevalence of severe food insecurity in the total population (percent) (3-year average),2017,38.3
Peru,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2017,38.3
Côte d'Ivoire,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2018,38.3
Georgia,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2018,38.3
Ghana,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2020,38.3
Congo,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,38.3
Liberia,Prevalence of undernourishment (percent) (3-year average),2021,38.3
Congo,Prevalence of severe food insecurity in the total population (percent) (3-year average),2022,38.3
Malawi,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2016,38.4
Liberia,Prevalence of severe food insecurity in the total population (percent) (3-year average),2016,38.4
Uganda,Prevalence of undernourishment (percent) (3-year average),2018,38.4
Chad,Prevalence of severe food insecurity in the total population (percent) (3-year average),2019,38.4
Yemen,Prevalence of undernourishment (percent) (3-year average),2019,38.4
Liberia,Prevalence of undernourishment (percent) (3-year average),2022,38.4
Mozambique,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,38.5
Chad,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2017,38.5
Democratic Republic of the Congo,Prevalence of severe food insecurity in the total population (percent) (3-year average),2019,38.5
Georgia,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2019,38.5
Nepal,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2019,38.5
Madagascar,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2022,38.6
El Salvador,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2015,38.6
Liberia,Prevalence of severe food insecurity in the total population (percent) (3-year average),2015,38.6
Albania,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2017,38.6
Libya,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2017,38.6
Burkina Faso,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2020,38.6
Nepal,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2020,38.6
Angola,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2017,38.7
Yemen,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2018,38.7
Nigeria,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2016,38.7
Chad,Prevalence of severe food insecurity in the total population (percent) (3-year average),2017,38.7
Zimbabwe,Prevalence of undernourishment (percent) (3-year average),2018,38.7
Chad,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019,38.7
Liberia,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2019,38.7
Liberia,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2020,38.7
Georgia,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,38.7
Ethiopia,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2016,38.8
Albania,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2015,38.8
Ghana,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2016,38.8
Georgia,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2020,38.8
Congo,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,38.8
Ghana,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,38.8
Burkina Faso,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2017,38.9
Uganda,Prevalence of undernourishment (percent) (3-year average),2017,38.9
Burkina Faso,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,38.9
Democratic Republic of the Congo,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,38.9
Madagascar,Prevalence of undernourishment (percent) (3-year average),2021,38.9
Zimbabwe,Prevalence of undernourishment (percent) (3-year average),2021,38.9
Senegal,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2015,39
Albania,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2016,39
Chad,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2017,39
Honduras,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2017,39
Belize,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2019,39
Belize,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2019,39
Belize,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2019,39
Haiti,Prevalence of undernourishment (percent) (3-year average),2016,39.1
Burkina Faso,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2018,39.1
Honduras,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2018,39.1
Senegal,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2018,39.1
Democratic Republic of the Congo,Prevalence of severe food insecurity in the total population (percent) (3-year average),2020,39.2
Ecuador,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2020,39.2
Mozambique,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2018,39.3
Nigeria,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2016,39.3
Burkina Faso,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,39.3
Côte d'Ivoire,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,39.3
Lebanon,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,39.3
Malawi,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2015,39.4
Afghanistan,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2016,39.4
Pakistan,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2017,39.4
Madagascar,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2021,39.4
Philippines,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2018,39.4
Côte d'Ivoire,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2019,39.4
Zimbabwe,Prevalence of undernourishment (percent) (3-year average),2019,39.4
Libya,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2020,39.4
Côte d'Ivoire,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,39.4
Côte d'Ivoire,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,39.4
Ethiopia,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2015,39.5
Chad,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2018,39.5
Ghana,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2018,39.5
Burkina Faso,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2019,39.5
Côte d'Ivoire,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2019,39.5
Côte d'Ivoire,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2019,39.5
Zimbabwe,Prevalence of undernourishment (percent) (3-year average),2020,39.5
Yemen,Prevalence of undernourishment (percent) (3-year average),2022,39.5
El Salvador,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2019,39.6
Congo,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,39.6
Liberia,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2017,39.7
Chad,Prevalence of severe food insecurity in the total population (percent) (3-year average),2018,39.7
Georgia,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2019,39.7
Mauritania,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2019,39.7
Madagascar,Prevalence of undernourishment (percent) (3-year average),2022,39.7
Yemen,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2017,39.8
Central African Republic,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2022,39.8
Liberia,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2016,39.8
Burkina Faso,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2017,39.8
Democratic Republic of the Congo,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2019,39.8
Libya,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,39.8
Guatemala,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2015,39.9
Senegal,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2017,39.9
El Salvador,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,39.9
Iran (Islamic Republic of),Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,39.9
Iran (Islamic Republic of),Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,39.9
Iran (Islamic Republic of),Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,39.9
Liberia,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,39.9
Central African Republic,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2021,40
Liberia,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2015,40
Chad,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2018,40
Iran (Islamic Republic of),Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2018,40
Ghana,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2019,40
Libya,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,40
Mozambique,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2017,40.1
Ghana,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2015,40.1
Burkina Faso,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2020,40.1
Lebanon,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,40.1
Angola,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2018,40.2
Burkina Faso,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2018,40.2
Yemen,Prevalence of undernourishment (percent) (3-year average),2018,40.2
Argentina,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2019,40.2
Iran (Islamic Republic of),Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,40.2
Central African Republic,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2020,40.3
Democratic Republic of the Congo,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2022,40.3
Argentina,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2018,40.3
Côte d'Ivoire,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2020,40.3
Democratic Republic of the Congo,Prevalence of severe food insecurity in the total population (percent) (3-year average),2021,40.3
Democratic Republic of the Congo,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2022,40.3
Madagascar,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2020,40.4
Guatemala,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2017,40.4
Georgia,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2018,40.4
Côte d'Ivoire,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2020,40.4
Côte d'Ivoire,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2020,40.4
Suriname,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2020,40.4
Ghana,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,40.4
Suriname,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,40.4
Suriname,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,40.4
Afghanistan,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2015,40.5
Pakistan,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2016,40.5
Central African Republic,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2019,40.5
Jamaica,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2018,40.5
Democratic Republic of the Congo,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2020,40.5
Burkina Faso,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,40.5
Liberia,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),2021,40.5
Cambodia,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2017,40.6
Haiti,Prevalence of undernourishment (percent) (3-year average),2017,40.6
Jamaica,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2017,40.6
Cambodia,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2018,40.6
Iran (Islamic Republic of),Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2018,40.6
Ecuador,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,40.6
Libya,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2016,40.7
Democratic Republic of the Congo,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2021,40.7
Albania,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2018,40.7
Burkina Faso,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,40.7
Mozambique,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2016,40.8
Central African Republic,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2018,40.8
Ghana,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2016,40.8
Iran (Islamic Republic of),Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,40.8
Haiti,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),2022,40.8
Lebanon,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,40.8
Central African Republic,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2015,40.9
Central African Republic,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2016,40.9
Central African Republic,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2017,40.9
Honduras,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2018,40.9
Burkina Faso,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2019,40.9
Georgia,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2019,40.9
Côte d'Ivoire,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,40.9
Yemen,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2016,41
Kiribati,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2018,41
Kiribati,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2018,41
Kiribati,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2018,41
Kiribati,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2019,41
Kiribati,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2019,41
Kiribati,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2019,41
El Salvador,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2020,41
Kiribati,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2020,41
Kiribati,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2020,41
Kiribati,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2020,41
Côte d'Ivoire,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,41
Côte d'Ivoire,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,41
Kiribati,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2021,41
Kiribati,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2021,41
Kiribati,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2021,41
Kiribati,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),2022,41
Kiribati,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),2022,41
Kiribati,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),2022,41
Democratic Republic of the Congo,Percentage of children under 5 years of age who are stunted (modelled estimates) (percent),2020,41.1
