Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item_Code,Item,Year Code,Year Range,Year,Unit,Value,Flag,Flag Description,Note
FS,Suite of Food Security Indicators,704,Viet Nam,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20172019,2017-2019,2018,%,<0.5,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,704,Viet Nam,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20172019,2017-2019,2018,%,0.50,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,704,Viet Nam,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20172019,2017-2019,2018,%,6.20,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,704,Viet Nam,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20172019,2017-2019,2018,%,5.20,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,704,Viet Nam,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20172019,2017-2019,2018,%,7.30,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,887,Yemen,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20172019,2017-2019,2018,%,92.00,E,Estimated value,
FS,Suite of Food Security Indicators,887,Yemen,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20172019,2017-2019,2018,%,40.20,E,Estimated value,
FS,Suite of Food Security Indicators,887,Yemen,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20172019,2017-2019,2018,%,,O,Missing value,
FS,Suite of Food Security Indicators,887,Yemen,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20172019,2017-2019,2018,%,,O,Missing value,
FS,Suite of Food Security Indicators,887,Yemen,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20172019,2017-2019,2018,%,,O,Missing value,
FS,Suite of Food Security Indicators,887,Yemen,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20172019,2017-2019,2018,%,46.00,A,Official figure,FAO data
FS,Suite of Food Security Indicators,887,Yemen,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20172019,2017-2019,2018,%,42.90,A,Official figure,FAO data
FS,Suite of Food Security Indicators,887,Yemen,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20172019,2017-2019,2018,%,49.10,A,Official figure,FAO data
FS,Suite of Food Security Indicators,894,Zambia,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20172019,2017-2019,2018,%,102.00,E,Estimated value,
FS,Suite of Food Security Indicators,894,Zambia,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20172019,2017-2019,2018,%,30.50,E,Estimated value,
FS,Suite of Food Security Indicators,894,Zambia,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20172019,2017-2019,2018,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,894,Zambia,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20172019,2017-2019,2018,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,894,Zambia,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20172019,2017-2019,2018,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,894,Zambia,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20172019,2017-2019,2018,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,894,Zambia,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20172019,2017-2019,2018,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,894,Zambia,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20172019,2017-2019,2018,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,716,Zimbabwe,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20172019,2017-2019,2018,%,92.00,E,Estimated value,
FS,Suite of Food Security Indicators,716,Zimbabwe,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20172019,2017-2019,2018,%,38.70,E,Estimated value,
FS,Suite of Food Security Indicators,716,Zimbabwe,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20172019,2017-2019,2018,%,34.20,A,Official figure,FAO data
FS,Suite of Food Security Indicators,716,Zimbabwe,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20172019,2017-2019,2018,%,32.50,A,Official figure,FAO data
FS,Suite of Food Security Indicators,716,Zimbabwe,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20172019,2017-2019,2018,%,35.80,A,Official figure,FAO data
FS,Suite of Food Security Indicators,716,Zimbabwe,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20172019,2017-2019,2018,%,66.70,A,Official figure,FAO data
FS,Suite of Food Security Indicators,716,Zimbabwe,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20172019,2017-2019,2018,%,65.30,A,Official figure,FAO data
FS,Suite of Food Security Indicators,716,Zimbabwe,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20172019,2017-2019,2018,%,68.10,A,Official figure,FAO data
FS,Suite of Food Security Indicators,004,Afghanistan,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20182020,2018-2020,2019,%,106.00,E,Estimated value,
FS,Suite of Food Security Indicators,004,Afghanistan,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20182020,2018-2020,2019,%,25.10,E,Estimated value,
FS,Suite of Food Security Indicators,004,Afghanistan,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,19.80,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,004,Afghanistan,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,14.80,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,004,Afghanistan,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,24.80,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,004,Afghanistan,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,63.10,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,004,Afghanistan,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,56.50,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,004,Afghanistan,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,69.90,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,008,Albania,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20182020,2018-2020,2019,%,135.00,E,Estimated value,
FS,Suite of Food Security Indicators,008,Albania,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20182020,2018-2020,2019,%,4.30,E,Estimated value,
FS,Suite of Food Security Indicators,008,Albania,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,8.80,A,Official figure,FAO data
FS,Suite of Food Security Indicators,008,Albania,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,7.70,A,Official figure,FAO data
FS,Suite of Food Security Indicators,008,Albania,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,9.80,A,Official figure,FAO data
FS,Suite of Food Security Indicators,008,Albania,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,33.80,A,Official figure,FAO data
FS,Suite of Food Security Indicators,008,Albania,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,30.20,A,Official figure,FAO data
FS,Suite of Food Security Indicators,008,Albania,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,37.30,A,Official figure,FAO data
FS,Suite of Food Security Indicators,012,Algeria,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20182020,2018-2020,2019,%,150.00,E,Estimated value,
FS,Suite of Food Security Indicators,012,Algeria,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20182020,2018-2020,2019,%,<2.5,E,Estimated value,
FS,Suite of Food Security Indicators,012,Algeria,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,6.90,A,Official figure,FAO data
FS,Suite of Food Security Indicators,012,Algeria,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,6.70,A,Official figure,FAO data
FS,Suite of Food Security Indicators,012,Algeria,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,7.20,A,Official figure,FAO data
FS,Suite of Food Security Indicators,012,Algeria,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,17.60,A,Official figure,FAO data
FS,Suite of Food Security Indicators,012,Algeria,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,17.50,A,Official figure,FAO data
FS,Suite of Food Security Indicators,012,Algeria,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,17.70,A,Official figure,FAO data
FS,Suite of Food Security Indicators,016,American Samoa,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,016,American Samoa,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,016,American Samoa,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,016,American Samoa,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,016,American Samoa,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,016,American Samoa,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,016,American Samoa,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,020,Andorra,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,020,Andorra,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,020,Andorra,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,020,Andorra,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,020,Andorra,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,020,Andorra,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,020,Andorra,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,024,Angola,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20182020,2018-2020,2019,%,113.00,E,Estimated value,
FS,Suite of Food Security Indicators,024,Angola,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20182020,2018-2020,2019,%,18.00,E,Estimated value,
FS,Suite of Food Security Indicators,024,Angola,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,26.90,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,024,Angola,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,25.70,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,024,Angola,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,28.10,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,024,Angola,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,73.50,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,024,Angola,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,70.80,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,024,Angola,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,76.30,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,028,Antigua and Barbuda,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,028,Antigua and Barbuda,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,028,Antigua and Barbuda,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,028,Antigua and Barbuda,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,028,Antigua and Barbuda,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,028,Antigua and Barbuda,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,028,Antigua and Barbuda,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,032,Argentina,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20182020,2018-2020,2019,%,135.00,E,Estimated value,
FS,Suite of Food Security Indicators,032,Argentina,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20182020,2018-2020,2019,%,3.50,E,Estimated value,
FS,Suite of Food Security Indicators,032,Argentina,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,12.60,A,Official figure,FAO data
FS,Suite of Food Security Indicators,032,Argentina,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,9.60,A,Official figure,FAO data
FS,Suite of Food Security Indicators,032,Argentina,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,15.70,A,Official figure,FAO data
FS,Suite of Food Security Indicators,032,Argentina,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,35.80,A,Official figure,FAO data
FS,Suite of Food Security Indicators,032,Argentina,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,31.40,A,Official figure,FAO data
FS,Suite of Food Security Indicators,032,Argentina,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,40.20,A,Official figure,FAO data
FS,Suite of Food Security Indicators,051,Armenia,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20182020,2018-2020,2019,%,132.00,E,Estimated value,
FS,Suite of Food Security Indicators,051,Armenia,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20182020,2018-2020,2019,%,<2.5,E,Estimated value,
FS,Suite of Food Security Indicators,051,Armenia,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,0.80,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,051,Armenia,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,0.60,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,051,Armenia,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,0.90,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,051,Armenia,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,11.70,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,051,Armenia,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,10.30,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,051,Armenia,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,13.20,A,Official figure,Official estimate
FS,Suite of Food Security Indicators,036,Australia,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20182020,2018-2020,2019,%,140.00,E,Estimated value,
FS,Suite of Food Security Indicators,036,Australia,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20182020,2018-2020,2019,%,<2.5,E,Estimated value,
FS,Suite of Food Security Indicators,036,Australia,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,3.30,A,Official figure,FAO data
FS,Suite of Food Security Indicators,036,Australia,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,3.40,A,Official figure,FAO data
FS,Suite of Food Security Indicators,036,Australia,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,3.10,A,Official figure,FAO data
FS,Suite of Food Security Indicators,036,Australia,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,12.30,A,Official figure,FAO data
FS,Suite of Food Security Indicators,036,Australia,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,11.80,A,Official figure,FAO data
FS,Suite of Food Security Indicators,036,Australia,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,12.80,A,Official figure,FAO data
FS,Suite of Food Security Indicators,040,Austria,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20182020,2018-2020,2019,%,149.00,E,Estimated value,
FS,Suite of Food Security Indicators,040,Austria,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20182020,2018-2020,2019,%,<2.5,E,Estimated value,
FS,Suite of Food Security Indicators,040,Austria,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,0.90,A,Official figure,FAO data
FS,Suite of Food Security Indicators,040,Austria,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,0.90,A,Official figure,FAO data
FS,Suite of Food Security Indicators,040,Austria,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,0.90,A,Official figure,FAO data
FS,Suite of Food Security Indicators,040,Austria,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,3.00,A,Official figure,FAO data
FS,Suite of Food Security Indicators,040,Austria,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,2.60,A,Official figure,FAO data
FS,Suite of Food Security Indicators,040,Austria,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,3.50,A,Official figure,FAO data
FS,Suite of Food Security Indicators,031,Azerbaijan,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20182020,2018-2020,2019,%,135.00,E,Estimated value,
FS,Suite of Food Security Indicators,031,Azerbaijan,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20182020,2018-2020,2019,%,<2.5,E,Estimated value,
FS,Suite of Food Security Indicators,031,Azerbaijan,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,<0.5,A,Official figure,FAO data
FS,Suite of Food Security Indicators,031,Azerbaijan,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,<0.5,A,Official figure,FAO data
FS,Suite of Food Security Indicators,031,Azerbaijan,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,<0.5,A,Official figure,FAO data
FS,Suite of Food Security Indicators,031,Azerbaijan,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,8.80,A,Official figure,FAO data
FS,Suite of Food Security Indicators,031,Azerbaijan,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,8.80,A,Official figure,FAO data
FS,Suite of Food Security Indicators,031,Azerbaijan,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,8.90,A,Official figure,FAO data
FS,Suite of Food Security Indicators,044,Bahamas,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,044,Bahamas,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,044,Bahamas,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,044,Bahamas,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,044,Bahamas,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,044,Bahamas,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,044,Bahamas,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,048,Bahrain,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,048,Bahrain,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,048,Bahrain,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,048,Bahrain,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,048,Bahrain,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,048,Bahrain,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,048,Bahrain,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,,Q,Missing value; suppressed,
FS,Suite of Food Security Indicators,050,Bangladesh,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20182020,2018-2020,2019,%,110.00,E,Estimated value,
FS,Suite of Food Security Indicators,050,Bangladesh,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20182020,2018-2020,2019,%,11.90,E,Estimated value,
FS,Suite of Food Security Indicators,050,Bangladesh,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,10.50,A,Official figure,FAO data
FS,Suite of Food Security Indicators,050,Bangladesh,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,10.10,A,Official figure,FAO data
FS,Suite of Food Security Indicators,050,Bangladesh,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,10.80,A,Official figure,FAO data
FS,Suite of Food Security Indicators,050,Bangladesh,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,31.90,A,Official figure,FAO data
FS,Suite of Food Security Indicators,050,Bangladesh,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,30.90,A,Official figure,FAO data
FS,Suite of Food Security Indicators,050,Bangladesh,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,32.90,A,Official figure,FAO data
FS,Suite of Food Security Indicators,052,Barbados,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20182020,2018-2020,2019,%,126.00,E,Estimated value,
FS,Suite of Food Security Indicators,052,Barbados,6121,Value,210041,Prevalence of undernourishment (percent) (3-year average),20182020,2018-2020,2019,%,2.90,E,Estimated value,
FS,Suite of Food Security Indicators,052,Barbados,6121,Value,210401,Prevalence of severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,052,Barbados,6121,Value,210401M,Prevalence of severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,052,Barbados,6121,Value,210401F,Prevalence of severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,052,Barbados,6121,Value,210091,Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,052,Barbados,6121,Value,210091M,Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,052,Barbados,6121,Value,210091F,Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average),20182020,2018-2020,2019,%,,O,Missing value,
FS,Suite of Food Security Indicators,112,Belarus,6121,Value,21010,Average dietary energy supply adequacy (percent) (3-year average),20182020,2018-2020,2019,%,134.00,E,Estimated value,
